10000 60000
4761 1345 38
4761 1818 69
4761 2697 11
4761 4648 92
4761 4729 52
4761 5067 3
4761 7425 51
4761 8139 47
4761 9777 15
4761 9994 50
4762 1287 59
4762 2555 19
4762 3185 64
4762 3813 28
4762 5677 11
4763 765 67
4763 4261 81
4763 6165 27
4763 6809 76
4763 7236 35
4764 1007 69
4764 1707 81
4764 8136 95
4764 9495 97
4765 1698 66
4765 6913 88
4765 9740 6
4765 9980 86
4766 3201 59
4766 3290 27
4766 3357 39
4766 4976 96
4766 7012 95
4767 1659 50
4767 1814 87
4767 2550 47
4767 3978 52
4767 7294 37
4768 2876 94
4768 3061 66
4768 8892 87
4769 946 52
4769 5036 85
4769 6123 51
4769 7355 79
4769 7512 96
4769 7565 17
4769 8273 59
4770 9305 22
4771 426 92
4771 1600 94
4771 7941 90
4771 8636 72
4771 9231 88
4771 9984 87
4772 104 38
4772 4127 75
4772 6866 93
4772 7184 23
4773 2197 34
4773 4470 19
4773 6288 61
4773 8969 29
4773 9951 13
4774 24 10
4774 667 16
4774 5360 60
4774 6728 62
4774 7105 53
4774 7370 53
4774 7723 28
4774 7815 39
4774 8046 4
4774 8048 12
4774 9208 89
4775 2513 82
4775 2806 8
4775 3210 5
4775 5187 40
4776 160 30
4776 534 97
4776 8729 33
4776 9872 19
4777 382 69
4777 1273 21
4777 1281 6
4777 4430 6
4777 5245 96
4777 5583 98
4777 6447 29
4777 7361 29
4777 9289 17
4778 5713 90
4778 6773 57
4778 7772 29
4778 9207 100
4779 217 73
4779 2968 89
4779 3601 61
4779 7882 25
4779 9876 41
4780 497 88
4780 502 63
4780 6796 44
4780 7720 100
4780 8280 52
4780 9450 26
4781 168 7
4781 3250 56
4781 3960 66
4782 1186 36
4782 1760 52
4782 3514 99
4782 5181 55
4783 3234 21
4783 4444 19
4783 4873 61
4783 7803 26
4784 835 14
4784 1208 59
4784 2103 54
4784 2296 42
4784 7203 75
4785 914 43
4785 5961 99
4785 6334 4
4785 7421 42
4786 3235 72
4786 4268 92
4786 8491 3
4786 8884 96
4787 1400 33
4787 7161 90
4787 7414 59
4788 923 77
4788 2343 89
4788 4635 10
4788 9953 2
4789 361 96
4789 1208 66
4789 2370 68
4789 4160 32
4789 6984 18
4789 7672 66
4789 8226 87
4789 9025 38
4789 9990 85
4790 3085 47
4790 3442 63
4790 5920 98
4790 7692 5
4790 9100 16
4791 1358 40
4791 1725 80
4791 1871 59
4791 5147 39
4791 7181 83
4791 7952 1
4792 2358 10
4792 6670 75
4792 8521 3
4792 9036 6
4792 9218 7
4792 9504 93
4793 2946 64
4793 4079 83
4793 4500 82
4793 5366 73
4793 8421 85
4794 405 77
4794 532 38
4794 3726 52
4794 3902 9
4794 4425 55
4794 4821 17
4794 5854 95
4794 6578 92
4794 7809 1
4794 8690 41
4794 9167 55
4795 2658 99
4795 3209 46
4795 7262 71
4795 7453 39
4796 1683 25
4796 4489 29
4796 5559 78
4797 715 8
4797 1759 30
4797 2009 88
4797 2341 82
4797 2703 32
4797 3680 93
4797 4426 88
4797 5962 24
4797 7377 56
4797 7576 71
4797 9412 6
4798 370 29
4798 2308 55
4798 4626 82
4798 5569 66
4798 5768 6
4798 7570 91
4798 7969 21
4798 9415 23
4798 9428 85
4799 1548 13
4799 1672 24
4799 1758 25
4799 5768 67
4799 6429 22
4799 8089 71
4800 2214 37
4800 6468 61
4800 8126 96
4801 1377 66
4801 1442 38
4801 1805 3
4801 3536 95
4801 4526 25
4801 6854 84
4801 8531 26
4802 2172 18
4802 2584 72
4802 6933 50
4802 7637 73
4802 9126 42
4803 1608 55
4803 2895 1
4803 3398 96
4803 5334 37
4803 5795 67
4803 6785 2
4803 8166 27
4803 9400 87
4804 2368 24
4804 5390 12
4805 201 99
4805 1704 47
4805 4201 36
4805 4268 65
4805 6363 68
4806 169 7
4806 394 2
4806 1097 29
4806 4897 2
4806 9146 67
4807 403 67
4807 2068 4
4807 3862 61
4807 8342 92
4807 8514 88
4808 2247 87
4808 4938 9
4808 5520 59
4808 6884 37
4808 7371 81
4808 8428 1
4808 9289 92
4808 9390 82
4808 9394 97
4809 582 28
4810 4459 48
4810 6653 98
4810 8341 55
4811 1809 35
4811 2614 21
4811 5037 66
4811 9201 33
4812 4286 67
4812 4909 2
4812 7468 98
4813 4814 35
4813 5630 9
4813 6377 100
4813 8176 63
4814 3431 10
4814 5311 66
4814 7568 30
4814 7969 14
4814 8214 26
4815 3331 21
4815 4940 1
4815 6307 13
4815 7066 29
4815 7098 60
4815 7137 49
4816 4279 9
4816 5015 61
4816 5527 40
4816 6294 90
4816 6335 57
4817 1910 68
4817 2254 38
4817 2612 54
4817 4765 23
4817 7681 72
4817 7904 74
4818 1174 89
4818 2265 5
4818 9396 40
4819 3049 90
4819 3404 3
4819 4064 75
4819 4925 99
4819 6940 2
4819 7984 38
4819 9248 9
4820 74 67
4820 861 67
4820 3403 22
4820 5592 93
4820 6373 87
4820 6586 23
4820 6632 5
4821 1612 15
4821 2502 82
4821 4453 53
4822 6806 24
4822 7619 43
4822 8644 93
4823 210 14
4823 4897 99
4823 7469 60
4823 7675 51
4823 8842 52
4824 1896 82
4824 2158 23
4824 3277 25
4824 3591 70
4824 4085 28
4824 7496 65
4824 9508 60
4824 9569 30
4824 9699 39
4825 1844 59
4825 2054 32
4825 3937 76
4825 4707 67
4825 9508 99
4826 190 43
4826 693 88
4826 6073 92
4826 6698 29
4826 6890 10
4826 7546 96
4827 3189 43
4827 7255 92
4827 7341 49
4827 9581 66
4827 9962 34
4828 14 42
4828 1884 80
4828 2006 33
4828 4723 1
4828 6083 30
4828 9131 84
4828 9834 83
4829 1789 53
4829 2736 9
4829 3664 53
4829 5055 80
4829 5430 74
4829 6084 13
4829 6842 10
4829 7246 13
4829 9351 71
4829 9939 41
4830 1220 89
4830 1556 37
4830 1617 40
4830 4917 31
4830 5851 25
4830 6892 31
4830 6952 59
4831 199 34
4831 382 27
4831 1980 2
4831 2742 26
4831 7912 76
4831 9359 68
4832 2732 60
4832 6887 17
4832 7975 47
4832 8206 92
4832 9206 18
4833 4682 77
4833 5570 76
4833 7532 100
4833 7857 29
4833 8335 84
4834 832 53
4834 1787 9
4834 3373 57
4834 3913 65
4834 9165 18
4835 115 69
4835 2628 35
4835 5469 59
4835 6005 58
4835 7215 72
4836 181 99
4836 302 88
4836 548 96
4836 1724 29
4836 2086 46
4836 2443 30
4836 2977 56
4836 3104 47
4836 4219 55
4836 4371 31
4836 4710 15
4836 7137 15
4836 9128 48
4837 1578 61
4837 2004 6
4837 2445 65
4837 5537 37
4837 8524 82
4837 9582 64
4838 817 66
4838 1268 65
4838 4606 17
4838 6939 74
4838 8614 22
4839 70 81
4839 1978 92
4839 3926 91
4839 4045 16
4839 5284 51
4839 6498 48
4839 8529 87
4840 1242 49
4840 1696 35
4840 2065 82
4840 4703 78
4840 7266 81
4841 2682 11
4841 3000 33
4841 3465 28
4841 5116 66
4841 5204 63
4841 8169 42
4842 414 80
4842 3703 10
4842 5155 2
4842 5183 86
4842 6151 75
4842 7137 39
4843 374 67
4843 1216 39
4843 5235 4
4844 3532 32
4844 5500 55
4844 6022 78
4844 7672 53
4844 8630 35
4844 9025 69
4844 9347 43
4845 5048 50
4845 9066 19
4846 3803 91
4846 5421 36
4846 5792 67
4846 6246 25
4846 7638 18
4846 7699 44
4847 3964 6
4847 5182 28
4847 7001 76
4848 5495 33
4848 6866 93
4848 9256 39
4849 1450 74
4849 3306 73
4849 4464 49
4849 4587 76
4849 4981 58
4849 5274 24
4849 6870 14
4850 3534 24
4850 5478 62
4850 8331 18
4850 8642 55
4851 2588 16
4851 6025 95
4852 785 8
4852 2668 51
4852 3871 63
4852 8355 51
4852 9520 1
4853 325 81
4853 2936 41
4853 7003 37
4853 8446 48
4853 9877 66
4854 2164 54
4854 2214 92
4854 2986 71
4854 3532 82
4854 6641 67
4854 7017 4
4854 7199 74
4854 7223 6
4854 9699 77
4855 1072 46
4855 1297 55
4855 1801 52
4855 1935 4
4855 2794 78
4855 2987 66
4855 3395 28
4855 6360 40
4855 6618 83
4855 8982 83
4856 3620 55
4856 7165 77
4856 7884 90
4857 1757 6
4857 2097 40
4857 2124 40
4857 4116 6
4857 5248 20
4858 1924 81
4858 3057 42
4858 4767 68
4858 6145 47
4859 2496 96
4859 3619 59
4859 4309 17
4859 5123 77
4859 5904 26
4859 6085 20
4859 9922 50
4860 814 32
4860 3841 97
4860 4671 96
4860 5149 86
4860 7619 49
4861 215 100
4861 4617 64
4861 4692 14
4861 4859 27
4861 7157 3
4861 9925 97
4862 2295 9
4862 2463 58
4862 3943 73
4862 4416 99
4862 9087 63
4863 129 13
4863 197 39
4863 3122 69
4863 4562 33
4863 9197 19
4863 9288 10
4864 4067 100
4864 4292 66
4864 4856 5
4864 5185 58
4864 5616 82
4864 5677 81
4865 1116 84
4865 4893 2
4865 5963 31
4865 6114 15
4865 7876 99
4865 8172 27
4865 9211 1
4866 2635 47
4866 7366 27
4867 1286 65
4867 5341 61
4867 7006 53
4867 7105 67
4867 7553 57
4867 7711 62
4867 8243 25
4867 8883 30
4867 9154 61
4868 1401 87
4868 1526 42
4868 3072 99
4868 7730 55
4868 8333 75
4868 9519 18
4869 4725 65
4869 8444 74
4869 8686 83
4870 2062 69
4870 4814 32
4870 8993 65
4870 9124 50
4871 613 15
4871 972 66
4871 1752 81
4871 3989 30
4871 5132 65
4871 6518 7
4871 6910 30
4872 1334 12
4872 2798 34
4872 3702 94
4872 4243 72
4872 5173 86
4872 6224 61
4873 4320 29
4873 9914 48
4874 950 85
4874 1572 59
4874 1771 8
4874 4049 72
4874 4206 1
4874 9581 6
4875 825 27
4875 1503 75
4875 3344 24
4875 3936 91
4875 5716 49
4875 8517 6
4876 2420 60
4876 5090 80
4876 7598 70
4876 7898 10
4876 8289 95
4876 9208 36
4877 663 90
4877 2039 24
4877 3569 100
4877 4878 97
4877 5297 54
4877 7952 11
4877 8613 30
4877 9900 48
4878 1598 83
4878 1942 16
4878 3371 8
4878 3811 12
4878 4776 63
4878 4953 93
4878 7517 71
4878 8152 71
4879 519 65
4879 779 71
4879 1376 76
4879 1443 91
4879 1570 46
4879 1679 99
4879 1716 82
4879 4426 94
4879 4737 5
4879 7146 41
4879 9116 74
4880 285 74
4880 401 51
4880 680 68
4880 7088 10
4881 767 40
4881 2023 92
4881 5387 10
4881 7786 37
4881 9088 45
4882 682 20
4882 2336 67
4882 2346 93
4882 3947 3
4882 4625 82
4882 5792 1
4882 6975 15
4882 8888 45
4882 9671 93
4883 3917 85
4883 8777 15
4883 9147 57
4884 3003 56
4884 5469 91
4884 5789 48
4884 6060 2
4884 6385 90
4884 7231 29
4885 1290 95
4885 2481 94
4885 5299 70
4885 5644 69
4886 159 67
4886 8999 20
4886 9673 36
4887 139 77
4887 1947 60
4887 4668 28
4887 6354 86
4887 7017 97
4887 8532 73
4887 9180 5
4887 9937 63
4888 5741 65
4888 8564 8
4888 9059 44
4889 3060 65
4889 4084 22
4889 5381 89
4889 6691 58
4889 7861 7
4889 8228 3
4889 8909 15
4889 9054 62
4889 9353 94
4890 774 62
4890 2582 63
4890 5093 83
4890 5715 91
4890 7014 58
4890 7933 76
4891 1559 60
4891 7667 26
4891 7949 43
4891 8230 80
4892 273 62
4892 4632 19
4892 6110 40
4893 325 90
4893 4542 4
4893 8335 36
4894 5235 62
4894 5638 9
4894 7248 98
4895 3 26
4895 2760 17
4895 4209 42
4895 6204 91
4895 7009 38
4895 7095 30
4895 8958 48
4895 9513 45
4895 9927 33
4896 139 62
4896 286 7
4896 896 26
4896 897 23
4896 1103 69
4896 1887 9
4896 9242 14
4896 9730 27
4897 4128 84
4897 4915 74
4897 6081 53
4898 1087 26
4898 1539 53
4898 3053 15
4898 3257 45
4898 3296 92
4898 9386 4
4898 9443 48
4899 1349 28
4899 1699 65
4899 2209 56
4899 4517 25
4899 5386 91
4899 5893 72
4899 7161 67
4899 7220 81
4900 3970 10
4900 7973 97
4900 8560 28
4901 225 55
4901 273 29
4901 4467 90
4901 4770 61
4901 5254 55
4901 6088 13
4901 7234 30
4901 7931 64
4902 209 26
4902 1719 56
4902 2181 47
4902 3118 99
4902 5836 8
4902 9773 73
4903 1876 52
4903 3411 23
4903 4189 18
4903 5656 44
4903 7098 26
4903 7965 65
4903 8713 71
4903 8844 91
4904 1632 21
4904 8159 96
4904 8964 81
4905 684 93
4905 1722 62
4905 4774 62
4905 6302 3
4905 7421 58
4906 657 90
4906 2956 57
4906 3027 87
4906 4003 79
4906 5384 17
4906 6178 42
4906 8656 92
4907 650 46
4907 2448 5
4907 4413 17
4908 67 2
4908 789 52
4908 1299 16
4908 3930 10
4908 4314 25
4908 6273 68
4908 7942 32
4909 1457 42
4909 2482 11
4909 4033 58
4909 4100 6
4909 5573 82
4909 8615 48
4909 8689 27
4909 8951 77
4910 1766 29
4910 3567 19
4910 4342 38
4910 4637 91
4910 4946 22
4910 6042 96
4910 9600 80
4910 9789 78
4910 9911 83
4911 5577 59
4911 6014 95
4911 7265 24
4911 9619 50
4912 892 41
4912 2001 29
4912 3077 67
4912 4414 42
4912 6046 80
4912 6230 83
4912 6816 52
4912 7160 4
4912 7578 51
4912 7768 83
4912 9457 45
4913 9069 61
4913 9623 40
4914 866 51
4914 1343 43
4914 3106 88
4914 3295 78
4914 8533 19
4915 6 16
4915 559 97
4915 4464 57
4915 4674 6
4915 5214 18
4915 5673 53
4915 7097 86
4915 8143 96
4915 8918 35
4916 3009 45
4916 3833 90
4916 6832 58
4916 8035 95
4916 8802 30
4916 9117 86
4917 523 62
4917 6685 72
4917 9487 66
4918 2083 44
4918 3390 23
4918 4611 69
4918 6944 94
4918 7041 6
4918 7183 14
4919 2552 55
4919 3556 46
4919 7779 65
4919 8586 97
4919 8666 33
4920 971 43
4920 1850 16
4920 2221 49
4920 3475 39
4920 5218 73
4920 5499 55
4920 5984 57
4920 7885 25
4920 9192 40
4920 9466 52
4920 9481 59
4921 2073 84
4921 3271 42
4921 3366 17
4921 3631 78
4921 5728 72
4921 7371 3
4922 1320 39
4922 6841 44
4922 6924 68
4923 5576 83
4923 9597 67
4924 2139 37
4924 6538 77
4924 6791 72
4924 8017 51
4925 141 32
4925 3829 18
4925 3884 15
4925 4659 28
4925 5403 51
4925 8467 58
4925 9277 44
4926 148 99
4926 1235 96
4926 3320 16
4926 4505 53
4926 5307 53
4926 8765 41
4926 8989 93
4927 166 4
4927 1878 99
4927 1994 76
4927 2716 46
4927 3939 16
4927 4284 54
4927 6700 17
4928 3304 18
4928 3516 93
4928 6499 60
4928 8694 85
4928 9043 75
4929 903 26
4929 931 22
4929 1374 52
4929 3909 98
4929 5530 72
4929 6401 83
4929 7077 15
4929 9186 87
4930 4265 11
4930 5742 65
4930 6009 44
4930 6083 54
4930 6440 64
4930 7710 40
4930 8365 70
4931 681 17
4931 952 92
4931 1255 10
4931 1663 9
4931 3908 96
4931 5329 9
4931 8708 85
4931 9929 41
4932 324 24
4932 3652 39
4932 8088 58
4933 180 42
4933 3498 31
4933 5913 18
4933 8163 27
4933 9124 6
4933 9635 44
4934 883 48
4934 1099 57
4934 2330 41
4934 2368 19
4934 8854 39
4934 9605 56
4935 4601 6
4935 4660 49
4935 7206 21
4935 7791 49
4935 7892 3
4935 9574 85
4935 9727 88
4935 9944 72
4935 9988 1
4936 759 80
4936 801 81
4936 3991 9
4936 4378 76
4936 4500 90
4936 6394 94
4936 7005 17
4936 8394 13
4936 8510 32
4936 8702 74
4936 9110 54
4937 971 62
4937 2441 91
4937 3872 81
4937 4197 68
4937 6059 34
4937 6746 28
4937 9282 24
4938 1335 75
4938 1495 47
4938 3390 62
4938 4750 31
4938 5385 52
4938 6018 11
4938 8975 51
4938 9018 100
4939 3099 13
4940 807 35
4940 3921 88
4940 4500 84
4940 5967 35
4940 6452 68
4941 29 65
4941 497 44
4941 1142 43
4941 1427 54
4941 6203 38
4941 9247 60
4942 2286 67
4942 3344 69
4942 7353 33
4943 888 21
4943 1445 31
4943 2696 24
4943 3654 1
4943 4001 98
4943 6210 58
4943 7223 28
4943 8264 21
4944 1156 33
4944 4831 75
4944 5525 83
4944 7279 63
4944 8511 26
4945 8265 94
4945 8625 13
4945 9263 26
4946 19 6
4946 48 48
4946 256 14
4946 319 90
4946 491 83
4946 3080 81
4946 4549 54
4946 4578 27
4946 5627 24
4947 2202 8
4947 6718 64
4947 6788 83
4948 645 74
4948 9099 32
4949 1378 16
4949 1660 94
4949 1820 63
4949 2079 40
4949 4394 95
4949 4397 60
4949 5712 98
4950 2528 23
4950 6540 81
4950 8212 30
4951 2856 97
4951 3177 63
4951 4907 92
4951 7335 22
4951 8187 56
4951 8198 5
4952 2082 48
4952 2591 62
4952 2828 53
4952 3353 61
4952 5354 52
4952 6107 35
4952 8131 42
4952 8486 6
4953 675 62
4953 1027 65
4953 1798 13
4953 4545 25
4953 7437 48
4954 890 87
4954 1228 57
4954 1933 64
4954 3338 81
4954 7604 19
4954 7856 3
4954 9225 75
4955 155 78
4955 1530 100
4955 2849 97
4955 3365 58
4955 4777 30
4955 8083 93
4956 3656 21
4956 6425 21
4956 6538 15
4956 9144 77
4957 4724 26
4957 4911 62
4957 5198 39
4957 6619 78
4957 7582 22
4957 8682 90
4957 8726 13
4958 1112 63
4958 3354 95
4958 7272 74
4959 622 28
4959 852 8
4959 1378 98
4959 1562 76
4959 1657 94
4959 1894 54
4959 1935 40
4959 2910 74
4959 3116 73
4959 3451 42
4959 7219 49
4959 8436 50
4960 1017 42
4960 3349 45
4960 3807 8
4960 8597 71
4960 9076 38
4960 9454 29
4961 3803 92
4961 5233 52
4961 6504 6
4961 6763 17
4961 7270 13
4961 7809 44
4961 8819 95
4962 1681 35
4962 2858 33
4963 4976 7
4963 5675 98
4963 7401 28
4963 7817 81
4963 9366 26
4964 1451 35
4964 2258 79
4964 7807 2
4964 8701 28
4964 9433 33
4964 9752 41
4965 251 2
4965 597 5
4965 3613 83
4965 4755 50
4965 9496 55
4966 1320 24
4966 1821 94
4966 2217 62
4966 3580 94
4966 6950 32
4967 3505 91
4967 4622 86
4967 7774 83
4967 9150 96
4968 683 2
4968 6868 96
4968 6942 39
4968 7046 97
4968 7360 31
4968 9585 72
4969 440 4
4969 930 29
4969 1042 99
4969 4670 84
4969 8714 54
4970 496 34
4970 1262 63
4970 2473 56
4970 2796 61
4970 3724 95
4970 5562 96
4970 7284 62
4970 8460 100
4971 3018 78
4971 4673 12
4971 7935 54
4972 440 1
4972 633 6
4972 2196 16
4972 5434 95
4972 7096 37
4973 2984 6
4973 3696 80
4973 5940 19
4973 7652 2
4973 8524 82
4974 115 15
4974 4524 40
4974 6973 78
4974 7034 45
4974 7225 12
4974 7895 82
4975 634 73
4975 1951 11
4975 2815 65
4975 7318 27
4975 9883 44
4976 609 27
4976 3340 82
4976 5805 4
4976 7024 22
4976 7402 77
4976 9740 66
4977 17 21
4977 4468 55
4977 4992 77
4977 6775 74
4977 8198 56
4977 9045 83
4978 3184 89
4978 4389 51
4978 4664 19
4978 5694 95
4978 7659 31
4979 514 38
4979 1000 96
4979 2995 12
4979 4406 52
4979 5058 36
4979 8199 90
4980 1320 97
4980 1552 47
4980 3274 71
4980 3399 70
4980 4103 57
4980 6223 36
4980 6834 97
4981 1268 1
4981 5251 63
4981 5762 78
4981 5969 4
4981 7772 84
4982 2386 55
4982 3233 70
4982 3767 4
4982 5517 10
4982 6827 47
4982 6899 78
4982 8959 65
4982 9505 29
4983 3644 67
4983 4314 15
4983 5034 47
4983 7288 61
4983 7435 45
4983 8712 84
4983 9806 57
4984 689 57
4984 875 36
4984 1396 92
4984 4424 47
4984 7793 33
4984 9306 39
4985 1212 17
4985 2181 3
4985 6573 96
4985 7345 53
4985 8974 99
4985 9951 96
4986 2187 15
4986 2355 77
4986 4130 100
4986 7670 98
4986 8289 32
4986 9205 70
4986 9342 2
4986 9515 41
4987 380 16
4987 3396 79
4987 7701 5
4988 461 45
4988 1804 45
4988 2542 20
4988 3740 91
4988 4405 6
4988 4639 65
4988 4694 75
4988 8924 63
4989 158 21
4989 1767 11
4989 2791 54
4989 4516 67
4989 5540 43
4989 6497 93
4989 6763 84
4989 7210 46
4989 8058 89
4990 904 36
4990 2041 44
4990 2452 84
4990 3580 51
4990 6285 20
4990 9163 84
4991 876 49
4991 3061 51
4991 5180 53
4991 5467 50
4991 7747 91
4991 8946 69
4991 9077 29
4992 3486 96
4992 7684 13
4992 9103 74
4993 455 16
4993 3531 4
4993 3732 80
4994 2406 80
4994 3198 78
4994 3580 42
4994 6403 100
4995 918 89
4995 1892 96
4995 2368 67
4995 3895 32
4995 4269 88
4995 4645 51
4995 6600 77
4995 6890 77
4995 7387 87
4995 7781 20
4995 8254 60
4995 8677 37
4995 9817 40
4996 6771 44
4997 528 85
4997 1123 90
4997 1576 96
4997 2334 35
4997 2481 81
4997 3436 64
4997 4206 64
4997 8355 77
4997 9203 76
4997 9469 37
4997 9919 92
4998 1770 79
4998 5947 16
4998 7731 71
4999 610 57
4999 1857 58
4999 3432 71
4999 5445 46
4999 7109 53
4999 7124 38
4999 7145 77
4999 7272 41
4999 7446 88
4999 8325 54
4999 9719 17
5000 321 74
5000 2342 74
5000 3672 77
5000 4139 11
5000 4672 13
5000 7409 20
5000 9759 96
5001 725 2
5001 4704 16
5001 7925 31
5001 8577 83
5002 821 80
5002 930 94
5002 1262 59
5002 2132 55
5002 5786 31
5002 6663 50
5002 8834 34
5002 8930 47
5002 9911 20
5003 1087 91
5003 6019 4
5004 940 91
5004 6037 37
5004 8128 57
5004 8628 28
5005 3492 13
5005 4265 98
5005 7842 15
5005 7957 67
5005 9081 15
5006 1540 89
5006 2614 40
5006 6712 91
5007 3488 100
5007 4409 52
5007 5122 11
5007 6776 95
5007 9982 54
5008 977 26
5008 2594 25
5008 4424 36
5008 7693 6
5008 9206 19
5009 2532 95
5009 3140 60
5009 3902 49
5009 5189 44
5009 5670 94
5009 8176 95
5010 4383 64
5010 5794 85
5010 6586 99
5010 6711 55
5010 7538 21
5010 7716 55
5011 2583 82
5011 2744 34
5011 2802 52
5011 3204 97
5011 5350 100
5011 9174 66
5011 9296 85
5012 262 39
5012 267 57
5012 2183 84
5012 2421 91
5012 3568 68
5012 3719 79
5012 5158 45
5012 6263 94
5012 9136 4
5013 263 81
5013 1478 99
5013 3388 22
5013 4044 75
5013 9913 59
5014 262 71
5014 6535 19
5014 6747 52
5014 7848 66
5014 8270 83
5014 9992 37
5015 3656 64
5015 3722 37
5015 6412 57
5015 7044 19
5016 4635 18
5016 9513 91
5016 9607 71
5017 2409 14
5017 3691 90
5017 4550 37
5017 4861 99
5017 6068 29
5017 7685 94
5018 1094 82
5018 1236 20
5018 2617 61
5018 6940 61
5018 7050 64
5018 8596 54
5018 9166 64
5019 2114 44
5019 6742 52
5019 6860 86
5019 7228 19
5019 7477 10
5019 9573 57
5019 9685 37
5020 141 62
5020 4968 22
5020 5367 19
5020 5584 99
5020 6058 86
5020 6311 55
5020 7531 56
5020 9607 5
5021 701 72
5021 1978 46
5021 4113 75
5021 5356 86
5021 6582 36
5021 7527 12
5021 7707 84
5022 381 65
5022 4940 5
5023 566 66
5023 996 84
5023 1951 66
5023 3840 26
5023 6557 48
5024 197 19
5024 1693 90
5024 2644 91
5024 3572 71
5024 5788 75
5024 6539 9
5024 6749 81
5025 1943 32
5025 2636 46
5025 2998 43
5026 3446 53
5026 4976 64
5026 9591 41
5027 1431 39
5027 7519 18
5027 8826 96
5028 2458 43
5028 3002 90
5028 4210 42
5028 5892 18
5029 1362 76
5029 4259 78
5029 4571 29
5030 575 59
5030 2555 42
5030 3075 34
5030 4973 24
5030 6623 26
5030 8291 99
5030 9298 50
5031 804 73
5031 2188 18
5031 2328 39
5031 2607 63
5031 2633 89
5031 5839 14
5031 6735 72
5031 7797 70
5031 8448 45
5031 8552 17
5031 9241 12
5031 9342 98
5032 65 81
5032 2762 53
5032 5406 36
5032 5690 99
5033 670 49
5033 2099 78
5033 3621 89
5033 7334 90
5033 7970 96
5033 9109 64
5034 33 67
5034 3098 24
5034 8086 22
5034 9509 9
5035 1 58
5035 4549 46
5035 5990 34
5035 6766 57
5035 8866 95
5036 2259 6
5036 2355 75
5036 4806 34
5036 5669 69
5036 6401 63
5036 8396 47
5037 413 41
5037 1202 32
5037 3678 92
5037 4987 57
5037 6090 43
5037 6224 89
5037 7771 38
5037 8158 95
5038 1286 25
5039 640 36
5039 6727 44
5039 7211 3
5039 9696 24
5040 954 33
5040 1140 98
5040 2428 87
5040 2587 100
5040 3702 22
5040 3762 9
5040 9647 8
5041 1654 79
5041 3685 54
5041 5012 41
5041 5582 35
5041 8550 49
5042 1027 47
5042 7494 10
5043 284 83
5043 3493 15
5043 5056 72
5043 6613 30
5043 8644 56
5043 9218 4
5043 9287 21
5043 9350 13
5043 9480 46
5044 779 10
5044 2635 50
5044 3992 41
5044 5239 34
5044 8741 85
5044 9268 84
5045 1442 36
5045 3736 8
5045 6725 17
5045 8285 33
5046 739 95
5046 1049 16
5046 5754 54
5047 2459 3
5047 2927 24
5047 4679 33
5047 5819 57
5047 8021 65
5047 8623 68
5047 9693 6
5047 9732 11
5048 1181 77
5048 4945 88
5048 5775 26
5048 6335 48
5048 6821 17
5048 7177 81
5048 8420 52
5049 3962 37
5049 4985 93
5049 5384 97
5049 5454 46
5049 5656 42
5049 5781 38
5050 1265 80
5050 2819 27
5050 2884 22
5050 3040 15
5050 8037 35
5050 8178 39
5050 8612 47
5050 9758 29
5051 4220 55
5051 8089 1
5051 9617 31
5052 369 78
5052 723 34
5052 2069 88
5052 2305 42
5052 4188 1
5052 4865 93
5052 4918 53
5052 4973 78
5052 7141 80
5052 9313 78
5053 1405 26
5053 2500 96
5053 4624 59
5053 5233 77
5053 5677 33
5053 7117 51
5053 8560 73
5053 8758 79
5053 8982 93
5053 9875 11
5054 930 58
5054 3606 20
5054 3727 33
5054 3977 72
5054 5750 54
5054 6467 72
5054 6633 19
5054 7500 82
5054 7973 26
5055 3663 20
5055 6197 13
5055 7113 4
5055 7855 53
5056 1474 100
5056 1510 45
5056 4109 54
5056 8919 92
5057 531 98
5057 2798 31
5057 5532 72
5057 6131 75
5057 6361 56
5057 7874 67
5058 3148 33
5058 3998 32
5059 529 100
5059 1438 84
5059 4629 5
5059 5736 78
5059 5741 77
5059 7640 16
5060 535 35
5060 1848 96
5060 2533 48
5060 6192 7
5060 7607 49
5061 2324 20
5061 6413 25
5061 6554 31
5062 1863 45
5062 2538 45
5062 3458 43
5062 4259 49
5062 4591 97
5062 6772 43
5062 6981 94
5062 7456 50
5062 7603 35
5062 8745 91
5062 8972 81
5062 9788 6
5063 120 65
5063 2981 36
5063 7471 73
5064 439 98
5064 2109 67
5064 3773 72
5064 3999 82
5064 5644 71
5064 5651 50
5064 6051 58
5064 7056 86
5064 7907 84
5064 8705 53
5065 2202 34
5065 2320 91
5065 2748 2
5065 4108 54
5065 4568 15
5065 5623 33
5066 54 99
5066 1345 60
5066 1370 75
5066 6274 47
5066 7313 56
5067 489 18
5067 2327 40
5067 4628 6
5067 6741 52
5068 3433 30
5068 7244 86
5068 7619 58
5068 7775 95
5069 288 22
5069 1452 30
5069 1714 93
5069 6510 88
5069 7160 2
5069 9129 74
5070 862 59
5070 999 51
5070 2274 32
5070 2318 45
5070 3834 35
5070 6577 85
5070 9079 79
5070 9526 25
5071 1712 86
5071 1861 32
5071 2420 40
5071 2738 19
5071 3608 31
5071 4320 99
5071 4652 94
5071 8003 77
5071 8242 55
5072 165 11
5072 8640 16
5073 61 61
5073 1760 63
5073 4862 46
5073 4977 47
5073 9586 20
5074 732 41
5074 4061 68
5074 6472 50
5074 8127 34
5074 9533 56
